date;hour;production;;H0;H1;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23
12.02.2023;0;0;;0;0;0;0;0;0;0;0;4.25;9.35;10;10;10;10;9.35;6.8;1.7;0;0;0;0;0;0;0
13.02.2023;0;0;;0;0;0;0;0;0;0;0;0;7.65;9.35;9.52;5.95;6.8;5.95;4.25;2.55;0;0;0;0;0;0;0
14.02.2023;0;0;;0;0;0;0;0;0;0;0;5.95;10;10;10;10;10;10;6.8;2.55;0;0;0;0;0;0;0
15.02.2023;0;0;;0;0;0;0;0;0;0;0;0;4.25;7.65;10;9.35;8.5;5.95;7.65;2.55;0;0;0;0;0;0;0
16.02.2023;0;0;;0;0;0;0;0;0;0;0;0;0.85;0.85;1.7;4.25;7.65;5.95;5.95;2.55;0;0;0;0;0;0;0
17.02.2023;0;0;;0;0;0;0;0;0;0;0;7.65;10;10;10;10;10;10;6.83;3.4;0;0;0;0;0;0;0
18.02.2023;0;0;;0;0;0;0;0;0;0;0;7.65;10;9.35;10;10;10;10;6.8;3.4;0;0;0;0;0;0;0
19.02.2023;0;0;;0;0;0;0;0;0;0;0;2.55;6.8;8.65;9.35;8.5;10;8.5;5.1;2.55;0;0;0;0;0;0;0
20.02.2023;0;0;;0;0;0;0;0;0;0;3.4;5.1;9.35;8.5;8.5;8.5;8.51;5.95;2.55;0;0;0;0;0;0;0;0
21.02.2023;0;0;;0;0;0;0;0;0;0;0;1.7;8.5;10;9.35;10;10;9.35;7.65;2.55;0;0;0;0;0;0;0
22.02.2023;0;0;;0;0;0;0;0;0;0;3.4;6.8;10;10;10;10;10;10;6.8;3.4;0;0;0;0;0;0;0
23.02.2023;0;0;;0;0;0;0;0;0;0;2.55;7.65;9.35;10;10;10;10;8.5;6.8;2.55;0;0;0;0;0;0;0
24.02.2023;0;0;;0;0;0;0;0;0;0;3.4;6.8;9.35;10;10;10;10;8.5;5.95;2.56;0;0;0;0;0;0;0
25.02.2023;0;0;;0;0;0;0;0;0;0;0;5.1;10;10;8.5;7.67;6.8;5.1;5.1;1.7;0;0;0;0;0;0;0
26.02.2023;0;0;;0;0;0;0;0;0;0;3.4;6.8;10;10;10;10;10;9.35;6.8;2.55;0;0;0;0;0;0;0
27.02.2023;0;0;;0;0;0;0;0;0;0;0;2.55;3.4;5.95;9.35;10;10;8.51;5.95;2.55;0;0;0;0;0;0;0
28.02.2023;0;0;;0;0;0;0;0;0;0;0;4.25;8.5;7.65;5.95;5.1;8.5;7.65;5.95;2.55;0;0;0;0;0;0;0
1.03.2023;0;0;;0;0;0;0;0;0;0;0;5.97;9.36;10;10;9.35;10;6.82;4.27;1.7;0;0;0;0;0;0;0
2.03.2023;0;0;;0;0;0;0;0;0;0;2.55;5.95;9.35;10;10;10;8.5;6.8;4.25;0.85;0;0;0;0;0;0;0
3.03.2023;0;0;;0;0;0;0;0;0;0;0;2.55;1.7;4.25;3.4;3.4;7.65;4.25;2.55;0.85;0;0;0;0;0;0;0
4.03.2023;0;0;;0;0;0;0;0;0;0;0;6.8;7.65;10;9.35;10;8.5;8.5;2.55;0;0;0;0;0;0;0;0
5.03.2023;0;0;;0;0;0;0;0;0;0;0.85;1.7;2.55;3.4;1.7;1.7;2.55;2.55;0.85;0.85;0;0;0;0;0;0;0
6.03.2023;0;0;;0;0;0;0;0;0;0;4.25;7.65;9.35;9.35;0;10;10;10;6.83;0.85;0.85;0;0;0;0;0;0
7.03.2023;0;0;;0;0;0;0;0;0;0;3.4;6.88;10;10;10;9.35;9.35;5.95;4.25;1.7;0.85;0;0;0;0;0;0
8.03.2023;0;0;;0;0;0;0;0;0;0;0;5.95;8.5;10;5.95;4.25;3.4;3.4;0;0.85;0;0;0;0;0;0;0
9.03.2023;0;0;;0;0;0;0;0;0;0;1.1;5.95;9.35;0;10;10;8.5;6.8;4.25;0.85;0;0;0;0;0;0;0
10.03.2023;0;0;;0;0;0;0;0;0;0;4.25;7.65;10;7.65;7.65;9.35;9.35;8.5;7.65;2.55;0;0;0;0;0;0;0
11.03.2023;0;0;;0;0;0;0;0;0;0;0;5.95;8.5;7.65;8.5;8.5;0.85;8.37;9.85;0.85;0.85;0;0;0;0;0;0
12.03.2023;0;0;;0;0;0;0;0;0;0;0;1.7;3.4;2.55;3.4;4.26;2.55;3.4;1.7;0;0;0;0;0;0;0;0
13.03.2023;0;0;;0;0;0;0;0;0;0;0;0;0;0.85;4.25;4.25;0.85;0.85;0.85;0;0;0;0;0;0;0;0
14.03.2023;0;0;;0;0;0;0;0;0;0;0;0;5.97;10;5.1;5.1;3.4;4.25;1.7;0;0;0;0;0;0;0;0
15.03.2023;0;0;;0;0;0;0;0;0;0;0;0.85;3.4;4.25;5.1;2.55;1.7;1.7;0;0.85;0;0;0;0;0;0;0
16.03.2023;0;0;;0;0;0;0;0;0;0;5.12;7.65;10;10;9.35;10;10;5.95;2.55;0.85;0;0;0;0;0;0;0
17.03.2023;0;0;;0;0;0;0;0;0;0;0;3.44;1.7;4.25;5.96;1.25;1.7;0.85;0.85;0;0;0;0;0;0;0;0
18.03.2023;0;0;;0;0;0;0;0;0;0;0;0.4;3.4;8.5;9.35;7.65;4.25;3.4;2.55;0;0;0;0;0;0;0;0
19.03.2023;0;0;;0;0;0;0;0;0;0;0;1.7;3.4;4.25;1.7;0.85;1.7;0.85;1.2;0.85;0;0;0;0;0;0;0
20.03.2023;0;0;;0;0;0;0;0;0;0;0;2.55;4.25;6.8;10;7.68;5.1;5.1;5.1;0.85;0;0;0;0;0;0;0
21.03.2023;0;0;;0;0;0;0;0;0;0;1.8;7.47;8;8.5;9.49;8.5;10;9.7;7.65;3.4;0;0;0;0;0;0;0
22.03.2023;0;0;;0;0;0;0;0;0;0;0;7.75;5.1;5.95;8.5;8.5;6.81;5.95;3.4;0;0;0;0;0;0;0;0
23.03.2023;0;0;;0;0;0;0;0;0;0;1.7;8.5;8.5;7.65;9.35;8.5;7.65;5.96;3.4;3.4;0.85;0;0;0;0;0;0
24.03.2023;0;0;;0;0;0;0;0;0;0;0.85;4.25;5.95;10;6.8;7.65;5.1;2.55;6.8;4.25;0.71;0;0;0;0;0;0
25.03.2023;0;0;;0;0;0;0;0;0;0;5.1;8.52;8.5;7.65;10;4.25;10;8.5;4.25;4.25;0;0;0;0;0;0;0
26.03.2023;0;0;;0;0;0;0;0;0;0;5.1;8.5;10;10;10;10;10;10;6.8;3.4;0;0;0;0;0;0;0
27.03.2023;0;0;;0;0;0;0;0;0;0;5.1;8.53;10;9.35;10;10;10;9.35;7.6;4.25;0.85;0;0;0;0;0;0
28.03.2023;0;0;;0;0;0;0;0;0;0;5.1;8.5;10;9.35;5.95;10;10;6.8;7.65;1.7;0;0;0;0;0;0;0
29.03.2023;0;0;;0;0;0;0;0;0;0;0;2.55;2.55;2.55;3.4;4.25;2.55;3.4;2.55;0.85;0.85;0;0;0;0;0;0
30.03.2023;0;0;;0;0;0;0;0;0;0;0;4.25;8.5;5.95;4.25;7.65;5.1;3.4;5.1;3.4;0.85;0;0;0;0;0;0
31.03.2023;0;0;;0;0;0;0;0;0;0;0;1.7;7.65;8.5;10;10;10;10;7.65;5.1;0.44;0;0;0;0;0;0
1.04.2023;0;0;;0;0;0;0;0;0;0;0.85;6.8;10;10;9.35;9.35;9.35;6.81;7.65;1.7;0.85;0;0;0;0;0;0
2.04.2023;0;0;;0;0;0;0;0;0;0;3.4;8.5;7.65;10;8.5;4.25;0.85;0.85;1.7;0.85;0;0;0;0;0;0;0
3.04.2023;0;0;;0;0;0;0;0;0;0;5.1;8.5;10;10;10;10;8.5;6.81;5.95;3.4;0.85;0;0;0;0;0;0
4.04.2023;0;0;;0;0;0;0;0;0;0;2.55;5.1;10;10;9.35;10;10;10;7.65;4.25;0.49;0;0;0;0;0;0
5.04.2023;0;0;;0;0;0;0;0;0;0;5.1;6.82;0.5;10;8.5;8.5;5.95;8.5;1.7;1.7;0;0;0;0;0;0;0
6.04.2023;0;0;;0;0;0;0;0;0;0;0;2.91;2.05;6.13;5.85;5.13;5.41;8.57;5.77;2.55;0;0;0;0;0;0;0
7.04.2023;0;0;;0;0;0;0;0;0;0;0.85;1.7;1.7;3.4;2.55;2.55;2.55;1.7;1.7;0;0;0;0;0;0;0;0
8.04.2023;0;0;;0;0;0;0;0;0;0;0.85;1.7;1.7;3.4;2.55;2.55;2.55;1.7;1.7;0.85;0.85;0;0;0;0;0;0
9.04.2023;0;0;;0;0;0;0;0;0;0;0;0;0;0.85;4.25;4.25;0.85;0.85;0.85;0;0;0;0;0;0;0;0
10.04.2023;0;0;;0;0;0;0;0;0;0;0.85;4.25;10;10;10;7.65;7.65;6.8;5.1;3.4;0.8;0;0;0;0;0;0
11.04.2023;0;0;;0;0;0;0;0;0;0;2.55;4.25;1.7;1.7;4.25;8.5;2.55;6.8;8.5;2.55;0.85;0;0;0;0;0;0
12.04.2023;0;0;;0;0;0;0;0;0;0;2.55;5.95;10;7.65;5.95;10;8.5;5.95;1.7;0;0.85;0;0;0;0;0;0
13.04.2023;0;0;;0;0;0;0;0;0;0;1.7;6.8;6.8;10;5.95;5.1;5.1;8.5;8.5;4.25;1.7;0;0;0;0;0;0
14.04.2023;0;0;;0;0;0;0;0;0;0;5.95;9.35;10;10;10;10;10;10;8.5;0;0;0;0;0;0;0;0
15.04.2023;0;0;;0;0;0;0;0;0;0;5.95;8.5;10;10;10;10;9.35;10;7.65;4.25;0.85;0;0;0;0;0;0
16.04.2023;0;0;;0;0;0;0;0;0;0;5.1;9.35;10;10;10;10;8.5;3.4;5.1;0.85;0;0;0;0;0;0;0
17.04.2023;0;0;;0;0;0;0;0;0;0;5.1;9.37;10;9.35;8.5;9.35;10;9.35;5.95;3.4;1.7;0;0;0;0;0;0
18.04.2023;0;0;;0;0;0;0;0;0;0;5.95;7.65;9.35;9.35;10;8.53;4.25;6.8;5.95;3.4;0.85;0;0;0;0;0;0
19.04.2023;0;0;;0;0;0;0;0;0;0;5.95;8.5;10;10;9.35;5.1;5.95;5.1;5.1;2.55;0.85;0;0;0;0;0;0
20.04.2023;0;0;;0;0;0;0;0;0;0;0.85;7.65;7.65;9.35;8.5;3.4;3.4;8.51;7.65;4.25;0.85;0;0;0;0;0;0
21.04.2023;0;0;;0;0;0;0;0;0;0;5.95;5.1;5.95;3.4;9.35;9.5;7.65;5.95;1.7;2.55;0;0;0;0;0;0;0
22.04.2023;0;0;;0;0;0;0;0;0;2.55;5.95;8.5;9.35;10;9.12;8.5;7.65;5.95;5.95;3.4;1.7;0;0;0;0;0;0
23.04.2023;0;0;;0;0;0;0;0;0;2.55;5.98;9.38;9.35;6.8;6.8;6.8;10;10;2.55;0.85;0;0;0;0;0;0;0
24.04.2023;0;0;;0;0;0;0;0;0;0;2.55;5.1;6.8;9.35;6.8;5.1;9.35;8.5;7.67;4.25;1.7;0;0;0;0;0;0
25.04.2023;0;0;;0;0;0;0;0;0;0;6.8;9.4;10;10;10;10;8.5;2.6;2.6;0.9;0;0;0;0;0;0;0
26.04.2023;0;0;;0;0;0;0;0;0;1.7;5.95;8.52;10;9.35;9.35;10;10;7.65;4.25;1.7;0;0;0;0;0;0;0
27.04.2023;0;0;;0;0;0;0;0;0;0;1.7;2.55;5.1;6.8;5.1;9.35;5.95;3.4;0.85;0.85;0;0;0;0;0;0;0
28.04.2023;0;0;;0;0;0;0;0;0;0;0;0.85;2.55;0.85;1.7;1.7;2.55;0.85;2.55;1.7;0;0;0;0;0;0;0
29.04.2023;0;0;;0;0;0;0;0;0;0;1.7;3.4;3.4;2.55;1.7;4.25;1.7;1.7;0.85;1.7;0;0;0;0;0;0;0
30.04.2023;0;0;;0;0;0;0;0;0;1.7;3.4;6.8;5.1;7.65;10;6.8;1.7;3.4;4.25;3.4;1.24;0;0;0;0;0;0
1.05.2023;0;0;;0;0;0;0;0;0;2.55;6.8;8.5;10;10;10;10;10;10;7.65;0;0.85;0;0;0;0;0;0
2.05.2023;0;0;;0;0;0;0;0;0;2.55;6.8;8.5;6.8;9.35;7.65;10;10;9.35;8.5;0;0.85;0.85;0;0;0;0;0
3.05.2023;0;0;;0;0;0;0;0;0;0;5.95;9.35;10;10;10;10;10;9.35;8.5;4.25;0.85;0;0;0;0;0;0
4.05.2023;0;0;;0;0;0;0;0;0;0;5.95;8.5;10;9.35;10;9.35;9.35;8.5;5.1;2.55;1.7;0;0;0;0;0;0
5.05.2023;0;0;;0;0;0;0;0;0;0;5.95;9.35;10;10;9.18;10;6.8;3.4;1.7;2.55;1.7;0;0;0;0;0;0
6.05.2023;0;0;;0;0;0;0;0;0;2.55;6;9.35;10;9.35;8.5;9.35;10;10;7.65;3.4;0.85;0;0;0;0;0;0
7.05.2023;0;0;;0;0;0;0;0;0;0;4.25;9.35;9.35;9.35;6.98;5.95;2.55;3.4;3.4;2.55;0.85;0;0;0;0;0;0
8.05.2023;0;0;;0;0;0;0;0;0;0;2.55;5.13;2.55;4.25;5.11;6.8;6.8;5.1;5.95;4.25;1.37;0.85;0;0;0;0;0
9.05.2023;0;0;;0;0;0;0;0;0;0;5.95;9.35;9.35;6.8;5.95;8.53;10;6.8;6.8;2.55;1.7;0;0;0;0;0;0
10.05.2023;0;0;;0;0;0;0;0;0;3.4;5.95;7.65;8.5;6.8;3.41;2.55;8.5;5.95;2.55;1.7;0.85;0;0;0;0;0;0
11.05.2023;0;0;;0;0;0;0;0;0;2.55;4.25;5.95;8.43;8.5;10;10;9.35;5.1;7.65;1.7;0.85;0.85;0;0;0;0;0
12.05.2023;0;0;;0;0;0;0;0;0;0.85;3.4;5.1;4.25;4.25;4.25;8.5;5.1;0.85;2.55;1.7;0.85;0;0;0;0;0;0
13.05.2023;0;0;;0;0;0;0;0;0;0;0;1.7;2.55;5.1;5.1;6.8;5.1;5.95;4.25;3.4;0.85;0;0;0;0;0;0
14.05.2023;0;0;;0;0;0;0;0;0;3.4;5.1;7.65;8.5;7.65;7.65;8.5;5.95;8.5;6.8;5.1;0.85;0;0;0;0;0;0
15.05.2023;0;0;;0;0;0;0;0;0;0;5.1;7.65;8.5;6.8;10;10;10;9.35;6.8;4.25;1.7;0;0;0;0;0;0
16.05.2023;0;0;;0;0;0;0;0;0;2.55;6.28;8.76;8.76;10;10;10;10;10;9.56;4.34;1.5;0;0;0;0;0;0
17.05.2023;0;0;;0;0;0;0;0;0;0;5;7;8.5;6.8;10;10;10;9.35;6.8;4.25;1.7;0;0;0;0;0;0
18.05.2023;0;0;;0;0;0;0;0;0;0;3.1;7.65;8.5;6.8;10;10;10;9.35;6.8;4.25;1.7;0;0;0;0;0;0
19.05.2023;0;0;;0;0;0;0;0;0;0;5.31;9.63;7.11;8.86;7.85;5.55;4.45;6.27;1.77;2.95;0.94;0;0;0;0;0;0
20.05.2023;0;0;;0;0;0;0;0;0;1.86;6.99;6.78;4.86;4.76;0.92;0.85;1.89;2.81;6.42;3.93;0;0;0;0;0;0;0
21.05.2023;0;0;;0;0;0;0;0;0;1.73;6.6;8.85;10;9.47;8.65;5.29;5.15;6.3;2.17;3.05;0;0;0;0;0;0;0
22.05.2023;0;0;;0;0;0;0;0;0;2.69;4.01;4.75;5.94;8.05;1.9;8.71;8.16;7.85;5.39;2.79;1.91;0;0;0;0;0;0
23.05.2023;0;0;;0;0;0;0;0;0;0;4.58;6.75;9.44;7.61;5.92;5.56;7.24;3.9;1.73;2.37;0;0;0;0;0;0;0
24.05.2023;0;0;;0;0;0;0;0;0;2.69;4.01;4.75;5.94;8.05;1.9;8.71;8.16;7.85;5.39;2.79;0;0;0;0;0;0;0
25.05.2023;0;0;;0;0;0;0;0;0;1.69;4.01;4.75;5.94;8.05;1.9;8.71;8.16;7.85;5.39;2.79;0;0;0;0;0;0;0
26.05.2023;0;0;;0;0;0;0;0;0;0;6.65;8.5;10;10;9.35;5.1;5.95;5.1;5.1;2.55;0;0;0;0;0;0;0
27.05.2023;0;0;;0;0;0;0;0;0;0;2.55;5.1;6.8;9;6.8;5.1;9.35;8.5;7.67;4.25;1.7;0;0;0;0;0;0
28.05.2023;0;0;;0;0;0;0;0;0;0;0;0;2.55;4.5;6.8;4.25;5.1;5.95;3.4;0.85;0;0;0;0;0;0;0
29.05.2023;0;0;;0;0;0;0;0;0;0.86;3.64;7.33;7.33;9.1;10;9.7;10;9.55;7.55;3.99;1.75;0.85;0;0;0;0;0
30.05.2023;0;0;;0;0;0;0;0;0;0;6.75;9.19;10;8.86;10;9.65;7.97;9.01;2.59;1.78;1.87;0;0;0;0;0;0
31.05.2023;0;0;;0;0;0;0;0;0;2.68;5.42;8.38;9.39;7.53;7.41;5.03;5.62;3.6;4.24;2.03;0.95;0;0;0;0;0;0
1.06.2023;0;0;;0;0;0;0;0;0;2.65;6.96;8.76;7.91;8.46;3.78;7.8;7.56;4.21;1.77;0;0.86;0;0;0;0;0;0
2.06.2023;0;0;;0;0;0;0;0;0;3;5.6;6.56;9.43;9.91;9.45;5.01;4.96;2.72;1.8;2.74;1.83;0;0;0;0;0;0
3.06.2023;0;0;;0;0;0;0;0;0;2.93;4.35;9.71;10;10;10;10;9.25;6.57;4.86;2.6;0.88;0.85;0;0;0;0;0
4.06.2023;0;0;;0;0;0;0;0;0;0;0;3.76;6.61;10;7.59;6.7;10;9.17;3.63;0.91;0;0;0;0;0;0;0
5.06.2023;0;0;;0;0;0;0;0;0;1.76;2;4.43;0.86;1.79;3.54;7.5;8.26;9.79;5.48;3.01;1.75;0;0;0;0;0;0
6.06.2023;0;0;;0;0;0;0;0;0;1.87;4.25;3.88;8.93;8.61;8.49;6.19;6.4;7.22;7.66;3.7;2.09;0.85;0;0;0;0;0
7.06.2023;0;0;;0;0;0;0;0;0;2.55;3.1;8.76;8.76;10;10;10;10;10;9.56;4.34;1.5;0;0;0;0;0;0
8.06.2023;0;0;;0;0;0;0;0;0;0.9;5.95;8.52;10;9.35;9.35;10;10;7.65;4.25;1.7;0;0;0;0;0;0;0
9.06.2023;0;0;;0;0;0;0;0;0.83;3.72;5.64;8.07;9.29;10;5.85;8.1;1.65;2.73;2.79;1.23;0.14;0;0;0;0;0;0
10.06.2023;0;0;;0;0;0;0;0.14;0.64;2.99;5.33;6.5;8.81;7.71;6.25;6.23;7.03;8.74;4.21;3.01;1.83;0.48;0;0;0;0;0
11.06.2023;0;0;;0;0;0;0;0.11;0.64;2.83;5.71;8.46;10;6.67;3.73;5.42;2.94;0.31;0.87;2.53;0.75;0.05;0;0;0;0;0
12.06.2023;0;0;;0;0;0;0;0.15;0.94;2.75;4.92;7.54;7.78;6.86;9.64;8.73;1.62;0.19;2.67;3.17;1.22;0.4;0;0;0;0;0
13.06.2023;0;0;;0;0;0;0;0;0.32;0.71;1.93;3.23;0.64;6.6;9.3;10;9.33;2.46;1.34;0.09;0;0;0;0;0;0;0
14.06.2023;0;0;;0;0;0;0;0.19;1.24;3.12;3.94;6.29;4.22;6.43;7.32;8.1;9.97;6.29;2.96;2.32;2.02;0.58;0.01;0;0;0;0
15.06.2023;0;0;;0;0;0;0;0.13;0.72;1.86;4.91;4.42;5.1;6.57;6.39;7.14;7.68;3.92;5.14;0.02;1.67;0.23;0;0;0;0;0
16.06.2023;0;0;;0;0;0;0;0.1;0.55;2.85;6.08;7.05;6.8;8.97;9.07;10;9.81;9.31;7.57;1.96;0.93;0.29;0;0;0;0;0
17.06.2023;0;0;;0;0;0;0;0.13;0.84;2.8;5.61;8.07;10;10;10;9.56;9.74;8.25;5;3.36;1.94;0.69;0;0;0;0;0
18.06.2023;0;0;;0;0;0;0;0.13;0.12;2.8;5.61;8.07;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2023;0;0;;0;0;0;0;0.11;0.76;2.82;5.29;8.37;8.66;6.65;8.84;9.59;10;9.43;6.64;0.2;0.87;0.08;0;0;0;0;0
20.06.2023;0;0;;0;0;0;0;0.06;0;1.7;2.37;7.12;7.01;7.42;9.75;4.69;7.44;4.14;5.18;3.17;1.47;0.35;0;0;0;0;0
21.06.2023;0;0;;0;0;0;0;0.18;0.78;3.01;5.97;7.6;6.11;4.8;6.75;5.79;1.55;4.11;2.6;2.07;1.64;0.32;0;0;0;0;0
22.06.2023;0;0;;0;0;0;0;0.1;0.6;2.87;6.17;9.22;7.79;5;3.95;2.59;3.69;6.61;3.36;4.42;1.38;0.32;0;0;0;0;0
23.06.2023;0;0;;0;0;0;0;0.11;0.67;2.84;6.03;9.1;7.92;8.83;8.71;8.39;9.81;8.63;7.89;4.73;1.71;0.25;0;0;0;0;0
24.06.2023;0;0;;0;0;0;0;0.08;0.58;2.82;6.19;9;10;10;10;10;10;9.88;7.8;4.88;1.71;0.26;0;0;0;0;0
25.06.2023;0;0;;0;0;0;0;0.09;0.55;2.78;6.1;8.7;10;10;10;10;10;9.4;7.4;4.8;1.7;0.3;0;0;0;0;0
26.06.2023;0;0;;0;0;0;0;0.1;0.52;2.71;5.87;8.38;10;10;10;10;10;9.57;7.52;5.31;2.07;0.32;0;0;0;0;0
27.06.2023;0;0;;0;0;0;0;0.16;0.66;2.66;5.71;8.16;10;8.67;9.7;9.44;8.67;6.3;5.12;4.17;1.28;0.36;0;0;0;0;0
28.06.2023;0;0;;0;0;0;0;0.11;0.6;2.64;5.76;8.38;10;9.53;9.28;8.28;5.39;4.75;6.59;5.74;1.88;0.41;0;0;0;0;0
29.06.2023;0;0;;0;0;0;0;0.07;0.6;2.57;5.5;7.98;9.4;9.24;9.31;7.95;5.71;5.03;6.54;4.46;2.01;0.46;0;0;0;0;0
30.06.2023;0;0;;0;0;0;0;0.1;0.83;2.85;5.57;7.82;10;9.71;9.29;9.78;10;9.64;7.68;5.03;1.78;0.25;0;0;0;0;0
1.07.2023;0;0;;0;0;0;0;0.09;0.53;2.62;5.83;8.49;10;10;10;10;10;9.68;7.61;4.81;1.74;0.25;0;0;0;0;0
2.07.2023;0;0;;0;0;0;0;0.07;0.49;2.6;5.73;8.3;10;10;10;10;10;9.45;7.42;4.71;1.69;0.25;0;0;0;0;0
3.07.2023;0;0;;0;0;0;0;0.06;0.57;2.51;5.5;7.98;9.75;10;9.57;8.76;9.59;6.9;5.6;4.88;1.42;0.39;0;0;0;0;0
4.07.2023;0;0;;0;0;0;0;0.08;0.57;2.48;5.56;8.22;9.93;10;10;8.45;8;8.63;4.29;4.64;1.73;0.38;0.01;0;0;0;0
5.07.2023;0;0;;0;0;0;0;0.08;0.5;2.54;5.68;8.16;9.96;10;10;10;10;9.35;7.25;4.7;1.71;0.27;0;0;0;0;0
6.07.2023;0;0;;0;0;0;0;0.06;0.5;2.49;5.53;8;9.82;10;10;9.68;10;6.02;4.87;4.42;1.7;0.45;0;0;0;0;0
7.07.2023;0;0;;0;0;0;0;0.05;0.55;2.46;5.48;7.1;9.83;10;10;8.09;8.54;4.37;5.79;5.64;2.03;0.49;0;0;0;0;0
8.07.2023;0;0;;0;0;0;0;0.1;0.46;2.54;5.14;8.14;9.24;7.53;7.89;7.33;2.65;4.73;5.53;4.44;0.97;0.31;0;0;0;0;0
9.07.2023;0;0;;0;0;0;0;0.05;1.12;3.16;3.32;5.35;6.57;7.64;8.16;5.59;9.39;9.92;7.92;3.23;1.65;0.42;0;0;0;0;0
10.07.2023;0;0;;0;0;0;0;0;0.59;1.78;2.87;4.75;4.17;6.65;3.2;7.64;3.5;2.71;0.92;0.65;0.71;0.42;0.03;0;0;0;0
11.07.2023;0;0;;0;0;0;0;0.04;0.52;2.59;6.02;8.96;10;9.97;10;10;10;10;7.97;4.97;1.83;0.33;0;0;0;0;0
12.07.2023;0;0;;0;0;0;0;0.09;0.51;2.56;5.85;8.5;10;10;10;10;10;9.89;7.71;4.87;1.76;0.28;0;0;0;0;0
13.07.2023;0;0;;0;0;0;0;0.07;0.48;2.49;5.3;8.46;10;10;10;10;10;9.9;7.75;4.92;0;0;0;0;0;0;0
14.07.2023;0;0;;0;0;0;0;0.04;0.46;2.51;5.85;8.46;9.82;10;10;10;10;9.79;7.64;4.85;1.73;0.21;0;0;0;0;0
15.07.2023;0;0;;0;0;0;0;0.04;0.57;2.48;5.58;8.3;10;10;10;10;10;9.85;7.64;4.77;1.75;0.27;0;0;0;0;0
16.07.2023;0;0;;0;0;0;0;0.03;0.43;2.47;5.9;8.72;10;10;10;10;10;10;7.85;5;1.77;0.25;0;0;0;0;0
17.07.2023;0;0;;0;0;0;0;0.03;0.42;2.5;5.82;8.75;10;10;10;10;10;9.82;7.39;4.85;1.74;0.25;0;0;0;0;0
18.07.2023;0;0;;0;0;0;0;0.03;0.4;2.48;5.82;8.53;10;10;10;10;10;9.94;7.83;4.95;1.74;0.25;0;0;0;0;0
19.07.2023;0;0;;0;0;0;0;0.03;0.42;2.43;5.75;8.46;10;10;10;10;10;9.83;7.66;4.85;1.72;0.23;0;0;0;0;0
20.07.2023;0;0;;0;0;0;0;0.03;0.39;2.34;5.55;8.18;9.98;10;10;10;10;9.38;7.47;4.78;1.67;0.23;0;0;0;0;0
21.07.2023;0;0;;0;0;0;0;0.03;0.44;2.28;5.35;7.89;9.78;10;10;10;10;9.2;7.07;4.45;1.56;0.25;0;0;0;0;0
22.07.2023;0;0;;0;0;0;0;0.03;0.46;2.2;5.17;7.69;9.61;10;9.57;10;10;9.41;7.34;4.58;1.6;0.27;0;0;0;0;0
23.07.2023;0;0;;0;0;0;0;0.02;0.39;2.31;5.59;8.35;10;10;10;10;10;9.68;7.5;4.63;1.64;0.22;0;0;0;0;0
24.07.2023;0;0;;0;0;0;0;0.04;0.5;2.34;5.19;7.71;10;10;10;8.11;8.37;9.74;6.33;4.55;1.65;0.25;0;0;0;0;0
25.07.2023;0;0;;0;0;0;0;0.02;0.46;2.38;5.62;8.49;10;10;10;10;10;9.92;7.74;4.83;1.71;0.2;0;0;0;0;0
26.07.2023;0;0;;0;0;0;0;0.02;0.46;2.33;5.52;8.22;10;10;10;10;10;9.42;7.4;4.64;1.65;0.24;0;0;0;0;0
27.07.2023;0;0;;0;0;0;0;0.01;0.46;2.21;5.32;7.85;9.62;10;10;10;10;9.33;7.29;4.54;1.59;0.22;0;0;0;0;0
28.07.2023;0;0;;0;0;0;0;0.01;0.53;2.2;5.17;7.57;6.32;6.28;9.64;9.81;10;9.31;7.28;4.48;1.57;0.22;0;0;0;0;0
29.07.2023;0;0;;0;0;0;0;0.01;2.21;2.21;5.42;8.21;10;10;10;10;10;9.48;7.44;4.59;1.57;0.18;0;0;0;0;0
30.07.2023;0;0;;0;0;0;0;0.01;0.32;2.27;5.57;8.32;9.96;10;10;10;10;8.57;7.42;4.5;1.53;0.19;0;0;0;0;0
31.07.2023;0;0;;0;0;0;0;0;0;1.87;3.88;3.88;8.93;8.61;8.49;6.19;6.4;7.22;7.66;3.7;2.09;0;0;0;0;0;0
1.08.2023;0;0;;0;0;0;0;0;0.35;2.17;5;7.57;9.86;10;10;10;10;9.01;7.02;4.28;1.43;0.17;0;0;0;0;0
2.08.2023;0;0;;0;0;0;0;0;0.45;2.08;5.02;7.52;9.42;10;10;10;10;9.07;6.94;4.17;1.44;0.19;0;0;0;0;0
3.08.2023;0;0;;0;0;0;0;0;0.36;2.08;5.08;7.69;9.57;10;10;10;10;9.19;6.95;4.16;1.4;0.18;0;0;0;0;0
4.08.2023;0;0;;0;0;0;0;0;0.32;2.09;5.19;8;9.98;10;10;10;10;9.66;7.42;4.51;1.46;0.14;0;0;0;0;0
5.08.2023;0;0;;0;0;0;0;0;0.3;2.15;5.37;8;9.89;10;10;10;10;9.35;7.28;4.39;1.42;0.15;0;0;0;0;0
6.08.2023;0;0;;0;0;0;0;0;0.31;2.1;5.23;7.86;9.78;10;10;10;10;9;7.02;4.15;1.36;0.15;0;0;0;0;0
